 Pressure tensor from virial route using Harasima definition
 Unit: pressure in [bar] and length in [Angstrom]
  z              Pkin               Pt(fw)             Pt(ff)             Pt(tot)            Pn(fw)             Pn(ff)             Pn(tot)
 10.8102         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8202         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8302         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8402         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8502         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8602         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8702         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8802         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.8902         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9002         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9102         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9202         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9302         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9402         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9502         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 10.9602         0.0000             0.0000             0.0000             0.0000          -105.8557             0.0000          -105.8557
 10.9702         0.0000             0.0000             0.0000             0.0000          -105.8554             0.0000          -105.8554
 10.9802         0.0000             0.0000             0.0000             0.0000          -105.8534             0.0000          -105.8534
 10.9902         0.0000             0.0000             0.0000             0.0000          -105.8567             0.0000          -105.8567
 11.0002         0.0000             0.0000             0.0000             0.0000          -105.8549             0.0000          -105.8549
 11.0102         0.0000             0.0000             0.0000             0.0000          -105.8540             0.0000          -105.8540
 11.0202         0.0000             0.0000             0.0000             0.0000          -105.8543             0.0000          -105.8543
 11.0302         0.0000             0.0000             0.0000             0.0000          -105.8556             0.0000          -105.8556
 11.0402         0.0000             0.0000             0.0000             0.0000          -105.8581             0.0000          -105.8581
 11.0502         0.0000             0.0000             0.0000             0.0000          -105.8557             0.0000          -105.8557
 11.0602         0.0000             0.0000             0.0000             0.0000          -105.8542             0.0000          -105.8542
 11.0702         0.0000             0.0000             0.0000             0.0000          -105.8542             0.0000          -105.8542
 11.0802         0.0000             0.0000             0.0000             0.0000          -105.8537             0.0000          -105.8537
 11.0902         0.0000             0.0000             0.0000             0.0000          -105.8548             0.0000          -105.8548
 11.1002         0.0000             0.0000             0.0000             0.0000          -105.8626             0.0000          -105.8626
 11.1102         0.0000             0.0000             0.0000             0.0000          -105.8620             0.0000          -105.8620
 11.1202         0.0000             0.0000             0.0000             0.0000          -105.8654             0.0000          -105.8654
 11.1302         0.0000             0.0000             0.0000             0.0000          -105.8608             0.0000          -105.8608
 11.1402         0.0000             0.0000             0.0000             0.0000          -105.8659             0.0000          -105.8659
 11.1502         0.0000             0.0000             0.0000             0.0000          -105.8717             0.0000          -105.8717
 11.1602         0.0000             0.0000             0.0000             0.0000          -105.8691             0.0000          -105.8691
 11.1702         0.0000             0.0000             0.0000             0.0000          -105.8675             0.0000          -105.8675
 11.1802         0.0000             0.0000             0.0000             0.0000          -105.8677             0.0000          -105.8677
 11.1902         0.0000             0.0000             0.0000             0.0000          -105.8746             0.0000          -105.8746
 11.2002         0.0000             0.0000             0.0000             0.0000          -105.8749             0.0000          -105.8749
 11.2103         0.0000             0.0000             0.0000             0.0000          -105.8703             0.0000          -105.8703
 11.2203         0.0000             0.0000             0.0000             0.0000          -105.8663             0.0000          -105.8663
 11.2303         0.0000             0.0000             0.0000             0.0000          -105.8686             0.0000          -105.8686
 11.2403         0.0000             0.0000             0.0000             0.0000          -105.8641             0.0000          -105.8641
 11.2503         0.0000             0.0000             0.0000             0.0000          -105.8444             0.0000          -105.8444
 11.2603         0.0000             0.0000             0.0000             0.0000          -105.8534             0.0000          -105.8534
 11.2703         0.0000             0.0000             0.0000             0.0000          -105.8467             0.0000          -105.8467
 11.2803         0.0000             0.0000             0.0000             0.0000          -105.8480             0.0000          -105.8480
 11.2903         0.0000             0.0000             0.0000             0.0000          -105.8554             0.0000          -105.8554
 11.3003         0.0000             0.0000             0.0000             0.0000          -105.8615             0.0000          -105.8615
 11.3103         0.0000             0.0000             0.0000             0.0000          -105.8665             0.0000          -105.8665
 11.3203         0.0000             0.0000             0.0000             0.0000          -105.8715             0.0000          -105.8715
 11.3303         0.0000             0.0000             0.0000             0.0000          -105.8728             0.0000          -105.8728
 11.3403         0.0000             0.0000             0.0000             0.0000          -105.8552             0.0000          -105.8552
 11.3503         0.0000             0.0000             0.0000             0.0000          -105.8664             0.0000          -105.8664
 11.3603         0.0000             0.0000             0.0000             0.0000          -105.8645             0.0000          -105.8645
 11.3703         0.0000             0.0000             0.0000             0.0000          -105.8836             0.0000          -105.8836
 11.3803         0.0000             0.0000             0.0000             0.0000          -105.8683             0.0000          -105.8683
 11.3903         0.0000             0.0000             0.0000             0.0000          -105.8613             0.0000          -105.8613
 11.4003         0.0000             0.0000             0.0000             0.0000          -105.8520             0.0000          -105.8520
 11.4103         0.0000             0.0000             0.0000             0.0000          -105.8439             0.0000          -105.8439
 11.4203         0.0000             0.0000             0.0000             0.0000          -105.8441             0.0000          -105.8441
 11.4303         0.0000             0.0000             0.0000             0.0000          -105.8424             0.0000          -105.8424
 11.4403         0.0000             0.0000             0.0000             0.0000          -105.8291             0.0000          -105.8291
 11.4503         0.0000             0.0000             0.0000             0.0000          -105.8291             0.0000          -105.8291
 11.4603         0.0000             0.0000             0.0000             0.0000          -105.8252             0.0000          -105.8252
 11.4703         0.0000             0.0000             0.0000             0.0000          -105.8358             0.0000          -105.8358
 11.4803         0.0000             0.0000             0.0000             0.0000          -105.8528             0.0000          -105.8528
 11.4903         0.0000             0.0000             0.0000             0.0000          -105.8672             0.0000          -105.8672
 11.5003         0.0000             0.0000             0.0000             0.0000          -105.8636             0.0000          -105.8636
 11.5103         0.0000             0.0000             0.0000             0.0000          -105.8688             0.0000          -105.8688
 11.5203         0.0000             0.0000             0.0000             0.0000          -105.8600             0.0000          -105.8600
 11.5303         0.0000             0.0000             0.0000             0.0000          -105.8869             0.0000          -105.8869
 11.5403         0.0000             0.0000             0.0000             0.0000          -105.8732             0.0000          -105.8732
 11.5503         0.0000             0.0000             0.0000             0.0000          -105.8862             0.0000          -105.8862
 11.5603         0.0000             0.0000             0.0000             0.0000          -105.8720             0.0000          -105.8720
 11.5703         0.0000             0.0000             0.0000             0.0000          -105.8892             0.0000          -105.8892
 11.5803         0.0000             0.0000             0.0000             0.0000          -105.8877             0.0000          -105.8877
 11.5903         0.0000             0.0000             0.0000             0.0000          -105.8644             0.0000          -105.8644
 11.6003         0.0000             0.0000             0.0000             0.0000          -105.8688             0.0000          -105.8688
 11.6103         0.0000             0.0000             0.0000             0.0000          -105.8701             0.0000          -105.8701
 11.6203         0.0000             0.0000             0.0000             0.0000          -105.8738             0.0000          -105.8738
 11.6303         0.0000             0.0000             0.0000             0.0000          -105.8950             0.0000          -105.8950
 11.6403         0.0000             0.0000             0.0000             0.0000          -105.8898             0.0000          -105.8898
 11.6503         0.0000             0.0000             0.0000             0.0000          -105.8411             0.0000          -105.8411
 11.6603         0.0000             0.0000             0.0000             0.0000          -105.8620             0.0000          -105.8620
 11.6703         0.0000             0.0000             0.0000             0.0000          -105.8538             0.0000          -105.8538
 11.6803         0.0000             0.0000             0.0000             0.0000          -105.8302             0.0000          -105.8302
 11.6904         0.0000             0.0000             0.0000             0.0000          -105.7989             0.0000          -105.7989
 11.7004         0.0000             0.0000             0.0000             0.0000          -105.8035             0.0000          -105.8035
 11.7104         0.0000             0.0000             0.0000             0.0000          -105.8391             0.0000          -105.8391
 11.7204         0.0000             0.0000             0.0000             0.0000          -105.8434             0.0000          -105.8434
 11.7304         0.0000             0.0000             0.0000             0.0000          -105.8529             0.0000          -105.8529
 11.7404         0.0000             0.0000             0.0000             0.0000          -105.8540             0.0000          -105.8540
 11.7504         0.0000             0.0000             0.0000             0.0000          -105.8607             0.0000          -105.8607
 11.7604         0.0000             0.0000             0.0000             0.0000          -105.8194             0.0000          -105.8194
 11.7704         0.0000             0.0000             0.0000             0.0000          -105.8352             0.0000          -105.8352
 11.7804         0.0000             0.0000             0.0000             0.0000          -105.8513             0.0000          -105.8513
 11.7904         0.0000             0.0000             0.0000             0.0000          -105.8608             0.0000          -105.8608
 11.8004         0.0000             0.0000             0.0000             0.0000          -105.8651             0.0000          -105.8651
 11.8104         0.0000             0.0000             0.0000             0.0000          -105.8664             0.0000          -105.8664
 11.8204         0.0000             0.0000             0.0000             0.0000          -105.8395             0.0000          -105.8395
 11.8304         0.0000             0.0000             0.0000             0.0000          -105.8438             0.0000          -105.8438
 11.8404         0.0000             0.0000             0.0000             0.0000          -105.8577             0.0000          -105.8577
 11.8504         0.0000             0.0000             0.0000             0.0000          -105.8392             0.0000          -105.8392
 11.8604         0.0000             0.0000             0.0000             0.0000          -105.8199             0.0000          -105.8199
 11.8704         0.0000             0.0000             0.0000             0.0000          -105.8255             0.0000          -105.8255
 11.8804         0.0000             0.0000             0.0000             0.0000          -105.8147             0.0000          -105.8147
 11.8904         0.0000             0.0000             0.0000             0.0000          -105.7864             0.0000          -105.7864
 11.9004         0.0000             0.0000             0.0000             0.0000          -105.7903             0.0000          -105.7903
 11.9104         0.0000             0.0000             0.0000             0.0000          -105.7875             0.0000          -105.7875
 11.9204         0.0000             0.0000             0.0000             0.0000          -105.7695             0.0000          -105.7695
 11.9304         0.0000             0.0000             0.0000             0.0000          -105.7770             0.0000          -105.7770
 11.9404         0.0000             0.0000             0.0000             0.0000          -105.7686             0.0000          -105.7686
 11.9504         0.0000             0.0000             0.0000             0.0000          -105.8092             0.0000          -105.8092
 11.9604         0.0000             0.0000             0.0000             0.0000          -105.8319             0.0000          -105.8319
 11.9704         0.0000             0.0000             0.0000             0.0000          -105.8483             0.0000          -105.8483
 11.9804         0.0000             0.0000             0.0000             0.0000          -105.8469             0.0000          -105.8469
 11.9904         0.0000             0.0000             0.0000             0.0000          -105.8473             0.0000          -105.8473
 12.0004         0.0000             0.0000             0.0000             0.0000          -105.9204             0.0000          -105.9204
 12.0104         0.0000             0.0000             0.0000             0.0000          -105.9060             0.0000          -105.9060
 12.0204         0.0000             0.0000             0.0000             0.0000          -105.8777             0.0000          -105.8777
 12.0304         0.0000             0.0000             0.0000             0.0000          -105.8753             0.0000          -105.8753
 12.0404         0.0000             0.0000             0.0000             0.0000          -105.8761             0.0000          -105.8761
 12.0504         0.0000             0.0000             0.0000             0.0000          -105.8883             0.0000          -105.8883
 12.0604         0.0000             0.0000             0.0000             0.0000          -105.8863             0.0000          -105.8863
 12.0704         0.0000             0.0000             0.0000             0.0000          -105.8975             0.0000          -105.8975
 12.0804         0.0000             0.0000             0.0000             0.0000          -105.8713             0.0000          -105.8713
 12.0904         0.0000             0.0000             0.0000             0.0000          -105.8422             0.0000          -105.8422
 12.1004         0.0000             0.0000             0.0000             0.0000          -105.8486             0.0000          -105.8486
 12.1104         0.0000             0.0000             0.0000             0.0000          -105.8704             0.0000          -105.8704
 12.1204         0.0000             0.0000             0.0000             0.0000          -105.8459             0.0000          -105.8459
 12.1304         0.0000             0.0000             0.0000             0.0000          -105.8544             0.0000          -105.8544
 12.1404         0.0000             0.0000             0.0000             0.0000          -105.8712             0.0000          -105.8712
 12.1504         0.0000             0.0000             0.0000             0.0000          -105.8914             0.0000          -105.8914
 12.1605         0.0000             0.0000             0.0000             0.0000          -105.9100             0.0000          -105.9100
 12.1705         0.0000             0.0000             0.0000             0.0000          -105.8955             0.0000          -105.8955
 12.1805         0.0000             0.0000             0.0000             0.0000          -105.9450             0.0000          -105.9450
 12.1905         0.0000             0.0000             0.0000             0.0000          -105.9346             0.0000          -105.9346
 12.2005         0.0000             0.0000             0.0000             0.0000          -105.9393             0.0000          -105.9393
 12.2105         0.0000             0.0000             0.0000             0.0000          -105.9272             0.0000          -105.9272
 12.2205         0.0000             0.0000             0.0000             0.0000          -105.9145             0.0000          -105.9145
 12.2305         0.0000             0.0000             0.0000             0.0000          -105.9316             0.0000          -105.9316
 12.2405         0.0000             0.0000             0.0000             0.0000          -105.9066             0.0000          -105.9066
 12.2505         0.0000             0.0000             0.0000             0.0000          -105.8852             0.0000          -105.8852
 12.2605         0.0000             0.0000             0.0000             0.0000          -105.8534             0.0000          -105.8534
 12.2705         0.0000             0.0000             0.0000             0.0000          -105.8847             0.0000          -105.8847
 12.2805         0.0000             0.0000             0.0000             0.0000          -105.8751             0.0000          -105.8751
 12.2905         0.0000             0.0000             0.0000             0.0000          -105.8781             0.0000          -105.8781
 12.3005         0.0000             0.0000             0.0000             0.0000          -105.8893             0.0000          -105.8893
 12.3105         0.0000             0.0000             0.0000             0.0000          -105.8847             0.0000          -105.8847
 12.3205         0.0000             0.0000             0.0000             0.0000          -105.9010             0.0000          -105.9010
 12.3305         0.0000             0.0000             0.0000             0.0000          -105.8853             0.0000          -105.8853
 12.3405         0.0000             0.0000             0.0000             0.0000          -105.8779             0.0000          -105.8779
 12.3505         0.0000             0.0000             0.0000             0.0000          -105.9170             0.0000          -105.9170
 12.3605         0.0000             0.0000             0.0000             0.0000          -105.8938             0.0000          -105.8938
 12.3705         0.0000             0.0000             0.0000             0.0000          -105.8722             0.0000          -105.8722
 12.3805         0.0000             0.0000             0.0000             0.0000          -105.8604             0.0000          -105.8604
 12.3905         0.0000             0.0000             0.0000             0.0000          -105.8661             0.0000          -105.8661
 12.4005         0.0000             0.0000             0.0000             0.0000          -105.8752             0.0000          -105.8752
 12.4105         0.0000             0.0000             0.0000             0.0000          -105.8707             0.0000          -105.8707
 12.4205         0.0000             0.0000             0.0000             0.0000          -105.8747             0.0000          -105.8747
 12.4305         0.0000             0.0000             0.0000             0.0000          -105.8706             0.0000          -105.8706
 12.4405         0.0000             0.0000             0.0000             0.0000          -105.8688             0.0000          -105.8688
 12.4505         0.0000             0.0000             0.0000             0.0000          -105.8525             0.0000          -105.8525
 12.4605         0.0000             0.0000             0.0000             0.0000          -105.8740             0.0000          -105.8740
 12.4705         0.0000             0.0000             0.0000             0.0000          -105.8983             0.0000          -105.8983
 12.4805         0.0000             0.0000             0.0000             0.0000          -105.9007             0.0000          -105.9007
 12.4905         0.0000             0.0000             0.0000             0.0000          -105.8975             0.0000          -105.8975
 12.5005         0.0000             0.0000             0.0000             0.0000          -105.9480             0.0000          -105.9480
 12.5105         0.0000             0.0000             0.0000             0.0000          -105.9247             0.0000          -105.9247
 12.5205         0.0000             0.0000             0.0000             0.0000          -105.9240             0.0000          -105.9240
 12.5305         0.0000             0.0000             0.0000             0.0000          -105.9373             0.0000          -105.9373
 12.5405         0.0000             0.0000             0.0000             0.0000          -105.9871             0.0000          -105.9871
 12.5505         0.0000             0.0000             0.0000             0.0000          -105.9977             0.0000          -105.9977
 12.5605         0.0000             0.0000             0.0000             0.0000          -106.0188             0.0000          -106.0188
 12.5705         0.0000             0.0000             0.0000             0.0000          -106.0425             0.0000          -106.0425
 12.5805         0.0000             0.0000             0.0000             0.0000          -106.0460             0.0000          -106.0460
 12.5905         0.0000             0.0000             0.0000             0.0000          -106.0689             0.0000          -106.0689
 12.6005         0.0000             0.0000             0.0000             0.0000          -106.0524             0.0000          -106.0524
 12.6105         0.0000             0.0000             0.0000             0.0000          -106.0805             0.0000          -106.0805
 12.6205         0.0000             0.0000             0.0000             0.0000          -106.1208             0.0000          -106.1208
 12.6306         0.0000             0.0000             0.0000             0.0000          -106.0794             0.0000          -106.0794
 12.6406         0.0000             0.0000             0.0000             0.0000          -106.0546             0.0000          -106.0546
 12.6506         0.0000             0.0000             0.0000             0.0000          -106.0372             0.0000          -106.0372
 12.6606         0.0000             0.0000             0.0000             0.0000          -105.9782             0.0000          -105.9782
 12.6706         0.0000             0.0000             0.0000             0.0000          -105.9414             0.0000          -105.9414
 12.6806         0.0000             0.0000             0.0000             0.0000          -105.9329             0.0000          -105.9329
 12.6906         0.0000             0.0000             0.0000             0.0000          -105.9632             0.0000          -105.9632
 12.7006         0.0000             0.0000             0.0000             0.0000          -105.9784             0.0000          -105.9784
 12.7106         0.0000             0.0000             0.0000             0.0000          -105.9585             0.0000          -105.9585
 12.7206         0.0000             0.0000             0.0000             0.0000          -105.9939             0.0000          -105.9939
 12.7306         0.0000             0.0000             0.0000             0.0000          -105.9698             0.0000          -105.9698
 12.7406         0.0000             0.0000             0.0000             0.0000          -105.9629             0.0000          -105.9629
 12.7506         0.0000             0.0000             0.0000             0.0000          -105.9672             0.0000          -105.9672
 12.7606         0.0000             0.0000             0.0000             0.0000          -105.9964             0.0000          -105.9964
 12.7706         0.0000             0.0000             0.0000             0.0000          -106.0221             0.0000          -106.0221
 12.7806         0.0000             0.0000             0.0000             0.0000          -106.0273             0.0000          -106.0273
 12.7906         0.0000             0.0000             0.0000             0.0000          -106.0153             0.0000          -106.0153
 12.8006         0.0000             0.0000             0.0000             0.0000          -105.9569             0.0000          -105.9569
 12.8106         0.0000             0.0000             0.0000             0.0000          -105.9417             0.0000          -105.9417
 12.8206         0.0000             0.0000             0.0000             0.0000          -105.9248             0.0000          -105.9248
 12.8306         0.0000             0.0000             0.0000             0.0000          -105.9505             0.0000          -105.9505
 12.8406         0.0000             0.0000             0.0000             0.0000          -105.9493             0.0000          -105.9493
 12.8506         0.0000             0.0000             0.0000             0.0000          -105.9481             0.0000          -105.9481
 12.8606         0.0000             0.0000             0.0000             0.0000          -105.9528             0.0000          -105.9528
 12.8706         0.0000             0.0000             0.0000             0.0000          -105.9805             0.0000          -105.9805
 12.8806         0.0000             0.0000             0.0000             0.0000          -105.9716             0.0000          -105.9716
 12.8906         0.0000             0.0000             0.0000             0.0000          -105.9714             0.0000          -105.9714
 12.9006         0.0000             0.0000             0.0000             0.0000          -106.0203             0.0000          -106.0203
 12.9106         0.0000             0.0000             0.0000             0.0000          -106.0208             0.0000          -106.0208
 12.9206         0.0000             0.0000             0.0000             0.0000          -106.0244             0.0000          -106.0244
 12.9306         0.0000             0.0000             0.0000             0.0000          -106.0310             0.0000          -106.0310
 12.9406         0.0000             0.0000             0.0000             0.0000          -106.0484             0.0000          -106.0484
 12.9506         0.0000             0.0000             0.0000             0.0000          -106.0080             0.0000          -106.0080
 12.9606         0.0000             0.0000             0.0000             0.0000          -106.0121             0.0000          -106.0121
 12.9706         0.0000             0.0000             0.0000             0.0000          -105.9924             0.0000          -105.9924
 12.9806         0.0000             0.0000             0.0000             0.0000          -105.9915             0.0000          -105.9915
 12.9906         0.0000             0.0000             0.0000             0.0000          -105.9905             0.0000          -105.9905
 13.0006         0.0000             0.0000             0.0000             0.0000          -105.9832             0.0000          -105.9832
 13.0106         0.0000             0.0000             0.0000             0.0000          -105.9667             0.0000          -105.9667
 13.0206         0.0000             0.0000             0.0000             0.0000          -105.9626             0.0000          -105.9626
 13.0306         0.0000             0.0000             0.0000             0.0000          -105.9365             0.0000          -105.9365
 13.0406         0.0000             0.0000             0.0000             0.0000          -105.9395             0.0000          -105.9395
 13.0506         0.0000             0.0000             0.0000             0.0000          -105.9554             0.0000          -105.9554
 13.0606         0.0000             0.0000             0.0000             0.0000          -105.9501             0.0000          -105.9501
 13.0706         0.0000             0.0000             0.0000             0.0000          -105.9415             0.0000          -105.9415
 13.0806         0.0000             0.0000             0.0000             0.0000          -105.9442             0.0000          -105.9442
 13.0906         0.0000             0.0000             0.0000             0.0000          -105.9358             0.0000          -105.9358
 13.1006         0.0000             0.0000             0.0000             0.0000          -105.9350             0.0000          -105.9350
 13.1107         0.0000             0.0000             0.0000             0.0000          -105.9319             0.0000          -105.9319
 13.1207         0.0000             0.0000             0.0000             0.0000          -105.9329             0.0000          -105.9329
 13.1307         0.0000             0.0000             0.0000             0.0000          -105.9354             0.0000          -105.9354
 13.1407         0.0000             0.0000             0.0000             0.0000          -105.9262             0.0000          -105.9262
 13.1507         0.0000             0.0000             0.0000             0.0000          -105.9848             0.0000          -105.9848
 13.1607         0.0000             0.0000             0.0000             0.0000          -106.0172             0.0000          -106.0172
 13.1707         0.0000             0.0000             0.0000             0.0000          -106.0090             0.0000          -106.0090
 13.1807         0.0000             0.0000             0.0000             0.0000          -106.0243             0.0000          -106.0243
 13.1907         0.0000             0.0000             0.0000             0.0000          -106.0587             0.0000          -106.0587
 13.2007         0.0000             0.0000             0.0000             0.0000          -106.0534             0.0000          -106.0534
 13.2107         0.0000             0.0000             0.0000             0.0000          -105.9803             0.0000          -105.9803
 13.2207         0.0000             0.0000             0.0000             0.0000          -105.9932             0.0000          -105.9932
